n_wait,rep_n,agent_type,p_delayed
2,89,MF,0.9801576591070393
2,90,MB,0.8166724776087578
2,90,MF,0.23783882161250328
2,91,MB,0.8646433134369849
2,91,MF,0.9803021686120866
2,92,MB,0.8568974083185436
2,92,MF,0.013960898248167562
2,93,MB,0.8544984935626255
2,93,MF,0.013996855465271347
2,94,MB,0.7968999377728955
2,94,MF,0.9830639953476179
2,95,MB,0.8941055652697429
2,95,MF,0.9750263890649695
2,96,MB,0.8024836591548438
2,96,MF,0.0032032177150998218
2,97,MB,0.8662550181226623
2,97,MF,0.0068859925676656285
2,98,MB,0.792101807084629
2,98,MF,0.9638594760837021
2,99,MB,0.8335632837879169
2,99,MF,0.9861183376699832
3,0,MB,0.019350776180271412
3,0,MF,0.0018204155836199748
3,1,MB,0.7043854357706846
3,1,MF,0.0017162029668707386
3,2,MB,0.7463016036786604
3,2,MF,0.9683585413298698
3,3,MB,0.6114193922517546
3,3,MF,0.003077697713864829
3,4,MB,0.7312590196463089
3,4,MF,0.9284963359475007
3,5,MB,0.5791542275291267
3,5,MF,0.006998427732635678
3,6,MB,0.39747424290199196
3,6,MF,0.9673053510078059
3,7,MB,0.764007140508236
3,7,MF,0.0055936643020009025
3,8,MB,0.742139820379654
3,8,MF,0.006997632904356067
3,9,MB,0.7138823455041853
3,9,MF,0.31579470339411386
3,10,MB,0.6890279567388065
3,10,MF,0.0008521229927792128
3,11,MB,0.6093260713971091
3,11,MF,0.21582089203081245
3,12,MB,0.7060646387001046
3,12,MF,0.9657692432831001
3,13,MB,0.7220514015178489
3,13,MF,0.003171503644198209
3,14,MB,0.5721745706102775
3,14,MF,0.006090216109904119
3,15,MB,0.6573976936408376
3,15,MF,0.9617772657285755
3,16,MB,0.021994332601026463
3,16,MF,0.04758849149395202
3,17,MB,0.4571642644848529
3,17,MF,0.0006277754761033179
3,18,MB,0.7512511533782048
3,18,MF,0.32604179025660673
3,19,MB,0.42625310832483626
3,19,MF,0.0031417428570916866
3,20,MB,0.6849089006434386
3,20,MF,0.0014092304285172358
3,21,MB,0.5514356453833656
3,21,MF,0.006317476320213205
3,22,MB,0.7242234421436968
3,22,MF,0.006320945303304518
3,23,MB,0.7338376830357446
3,23,MF,0.09448389145565751
3,24,MB,0.7051291469205393
3,24,MF,0.8385582416032539
3,25,MB,0.6891032089059737
3,25,MF,0.0004859793282621793
3,26,MB,0.7296498429150357
3,26,MF,0.0008723252975428716
3,27,MB,0.7131939640277364
3,27,MF,0.001203471418603722
3,28,MB,0.6834982877846026
3,28,MF,0.9797805448221345
3,29,MB,0.6230508683539552
3,29,MF,0.9639697458136615
3,30,MB,0.764572969819973
3,30,MF,0.005789287785188216
3,31,MB,0.7750173424146842
3,31,MF,0.010728243999061788
3,32,MB,0.7345421627767802
3,32,MF,0.9682593288262549
3,33,MB,0.6481928112706284
3,33,MF,0.001677597966141967
3,34,MB,0.7319347754324275
3,34,MF,0.9685805138726765
3,35,MB,0.7164569487139062
3,35,MF,0.003536962021908459
3,36,MB,0.6659743137453943
3,36,MF,0.0019260767451203665
3,37,MB,0.7631402030230585
3,37,MF,0.0017105851299047939
3,38,MB,0.02526372619440228
3,38,MF,0.6236975071905387
3,39,MB,0.6008634694369188
3,39,MF,0.00699842754406564
3,40,MB,0.6783195404709721
3,40,MF,0.005717056939130687
3,41,MB,0.7253872854898163
3,41,MF,0.8835678187291925
3,42,MB,0.7694749081374908
3,42,MF,0.10171545945866392
3,43,MB,0.02637114986521522
3,43,MF,0.006306176172567637
3,44,MB,0.6381313732730896
3,44,MF,0.006348991951914988
3,45,MB,0.46490744734877293
3,45,MF,0.3136928742791126
3,46,MB,0.5335770463987671
3,46,MF,0.9620463054554349
3,47,MB,0.6864605309414489
3,47,MF,0.8912774144884392
3,48,MB,0.7727455223778129
3,48,MF,0.05000973918779859
3,49,MB,0.7379974936708708
3,49,MF,0.00192417417325445
3,50,MB,0.6598483326927506
3,50,MF,0.0063447622930470115
3,51,MB,0.7572747190998745
3,51,MF,0.9618193168698406
3,52,MB,0.7548448130084476
3,52,MF,0.8143775221521222
3,53,MB,0.5552816543968112
3,53,MF,0.0030835250513801954
3,54,MB,0.5764985291851649
3,54,MF,0.9655649586762578
3,55,MB,0.6868296197823426
3,55,MF,0.9393577905426094
3,56,MB,0.17406286226135873
3,56,MF,0.750866925360756
3,57,MB,0.025301861656359476
3,57,MF,0.9687820221597999
3,58,MB,0.7427942706165126
3,58,MF,0.001523217329577761
3,59,MB,0.6907732095544288
3,59,MF,0.3159234687285235
3,60,MB,0.5350360208195736
3,60,MF,0.019956680937312708
3,61,MB,0.6978401764030697
3,61,MF,0.0017177544744454334
3,62,MB,0.02327573888367393
3,62,MF,0.004403381503092898
3,63,MB,0.6563466554452165
3,63,MF,0.10732948395391265
3,64,MB,0.7042415288177546
3,64,MF,0.03808568732601725
3,65,MB,0.6663960600669665
3,65,MF,0.9620125232211351
3,66,MB,0.6224847597280934
3,66,MF,0.0017178125937208724
3,67,MB,0.7340173779246699
3,67,MF,0.0341747238094386
3,68,MB,0.025209911924751065
3,68,MF,0.0003979497028041479
3,69,MB,0.6578000398275639
3,69,MF,0.003266883855580406
3,70,MB,0.1700764853717074
3,70,MF,0.9620632460810784
3,71,MB,0.7206239595393548
3,71,MF,0.010766256281986526
3,72,MB,0.7679005511604462
3,72,MF,0.006332878427578904
3,73,MB,0.7451905467101936
3,73,MF,0.7161361932626933
3,74,MB,0.7715265703180898
3,74,MF,0.004109625893837993
3,75,MB,0.5354441505584788
3,75,MF,0.00960217736606089
3,76,MB,0.7039408583425106
3,76,MF,0.010768585909864552
3,77,MB,0.025490964423730788
3,77,MF,0.8534698310306287
3,78,MB,0.7054041501155611
3,78,MF,0.6051923428107902
3,79,MB,0.6372157113091796
3,79,MF,0.05000117177019698
3,80,MB,0.6609524345099517
3,80,MF,0.006307307020483383
3,81,MB,0.6398001358293126
3,81,MF,0.0018358102765358476
3,82,MB,0.6931457175171633
3,82,MF,0.006346662822842088
3,83,MB,0.7270500066153367
3,83,MF,0.9648783860762872
3,84,MB,0.6609039611356509
3,84,MF,0.0014760577823723976
3,85,MB,0.7318423892062822
3,85,MF,0.0063502610603096594
3,86,MB,0.7539498166705646
3,86,MF,0.005799836929748348
3,87,MB,0.6948430210168193
3,87,MF,0.17824733758663316
3,88,MB,0.6879616409424875
3,88,MF,0.0043429537164669085
3,89,MB,0.7480375690684538
3,89,MF,0.9325244229317767
3,90,MB,0.7869318021371711
3,90,MF,0.006357030562360968
3,91,MB,0.7246874468735723
3,91,MF,0.0019208887016162065
3,92,MB,0.7280174747428063
3,92,MF,0.0044033815010822925
3,93,MB,0.663275566744054
3,93,MF,0.29488319760184645
3,94,MB,0.7559984875823971
3,94,MF,0.005725515525723693
3,95,MB,0.6508758120856715
3,95,MF,0.9846523465039295
3,96,MB,0.6728864472472664
3,96,MF,0.010736165052066468
3,97,MB,0.6402148965076805
3,97,MF,0.00040019605861077516
3,98,MB,0.7473419118360266
3,98,MF,0.005758920125670586
3,99,MB,0.025658113396042622
3,99,MF,0.26906894321530267
4,0,MB,0.5491865531205624
4,0,MF,0.003177724616155507
4,1,MB,0.22335651256534375
4,1,MF,0.003188976735375165
4,2,MB,0.4542174681784176
4,2,MF,0.0008288702205642451
4,3,MB,0.011942950747169216
4,3,MF,0.0031915421729682104
4,4,MB,0.48867367569687614
4,4,MF,0.0032458760096766874
4,5,MB,0.01192741060788029
4,5,MF,0.0003791575632114947
4,6,MB,0.34980200714311466
4,6,MF,0.0028784963475818035
4,7,MB,0.527368309902471
4,7,MF,0.0005815055261045051
4,8,MB,0.5158652591732812
4,8,MF,0.0014347302644077907
4,9,MB,0.5288124568807554
4,9,MF,0.7752406706399668
4,10,MB,0.055290998306407706
4,10,MF,0.0005300313060219229
4,11,MB,0.35051514625271174
4,11,MF,0.0009623323888510633
4,12,MB,0.011539001157058866
4,12,MF,0.0010589773858505002
4,13,MB,0.25406175501901246
4,13,MF,0.0003552648031165229
4,14,MB,0.4227835063113339
4,14,MF,0.0005022832542764
4,15,MB,0.011244658114026824
4,15,MF,0.0015637149788387218
4,16,MB,0.3600723734332364
4,16,MF,0.0004366695647155828
4,17,MB,0.07629444492510827
4,17,MF,0.0009806349529145652
4,18,MB,0.04696855770426042
4,18,MF,0.000809489725196746
4,19,MB,0.26490610540722337
4,19,MF,0.0010589773822935924
4,20,MB,0.011832549696256068
4,20,MF,0.6409686032517192
4,21,MB,0.350583443716737
4,21,MF,0.0031659657160790287
